score,content
5,잘만든 게임 같아서 응원하고 싶음 더 발전하면서 매력적인 캐릭터랑 스토리가 이어지길 기대함
5,"브레인롯, 팝콘브레인에 찌든 요즘 애들한테 노잼이라 까이는 겜. 취향만 맞으면 상당히 재밌지만 BM실드치는 디시, 아카애들 보면 뒷통수 마려움. 한정캐 신경 안 쓰고 콘솔겜처럼 느긋하게 플레이한다면 추천."
1,겜시작하고 7시간을 거진 공장을 떠먹여대는데 도대체 이게 무슨.. 이게 진심으로 재밌다고 생각한건지 의문입니다
1,순수하게 쟈미가 없는듯...
1,"와 전작 캐릭터들은 전부 죽고 반가운 얼굴들은 클론이래요 돈만 쫒는 게임은 필히 망해야한다고 해묘본인입으로 말한것 같은데, 후속작에서도 어떻게든 캐릭터팔이는 해야겠죠?"
2,타격감이나 이펙트 등 전반적으로 전투경험이 별론데 어떻게 기존 오픈월드식 BM을 더 비싸게 받아먹는지 전혀 이해가 안감
5,약간 콤보 하는 맛이 있음
1,bm이 너무 심각함 근데 광산도 사료도 엄청 적음 2주마다 픽업캐 나오는데 2주마다 20만원 쓸거 아니면 쉽지 않음
1,스킵도 없고 스토리 겁나 기네 ㅡㅡ 이럴거면 애니를 만들지 뭔 스토리를 다.쳐보게 만드냐 생각하는거 하고는
4,캐릭터가 이쁘고 개성있으며 공장 시스템이 좀 빡세긴 하지만 공장 시스템이 없으면 다른 게임들과 다른점이 없는거 같아 하는중입니다 공장 시스템이 특이하고 개성 있지만 공장이 빡세 점점 질리는 중 입니다 하지만 게임은 좋은니 공장 시스템이 마음에 드시거나 아님 시간이 좀 비워져 있을때 하시는 것을 추천드립니다
2,지루하고자유도가부족함
2,과금 BM구조가 말 안됨
5,팩토리오 같은 게임좋아하면 충분히 재미있음
4,게임 정말 재밌습니다 공업시스탬도 신기하고 맵도 이뻐요 근데 가챠가 좋나 더럽습니다 6성 9번나왔는대 전부 픽뚫났어요.
1,1점도 아까움 0점게임
2,관리자 레벨 16찍고 5시간 정도 했음. 그래픽 부분에서는 모바일 게임 중에서 최정상이라고 생각함. 하지만 딱 그정도 수준임. 스토리는 데스 스트레딩을 참고한 것 같은데 도대체 무슨 내용인지 모르겠음. 결국 이상현상으로 잠식된 행성을 다시 재건한다는 흔한 중국산 모바일 게임 단골 스토리인데 지들만 알아듣는 말만 쓰고 서사나 연출이 쓸데없이 웅장함. 초반에만 신선하고 점점 갈 수록 힘빠지고 피곤함. 게임 플레이를 보면 제작자가 여러가지 장르를 많이 시도한 노력이 많이 보임. 하지만 욕심이 너무 많았음. 오픈월드+공장+제노블레이드식 전투 매커니즘 등등 어디서 해본 장르들을 모두 섞으니 시스템이 하나씩 나사가 빠져있음. 그 와중에 속성 시스템이나 공장 시스템은 튜토만 10여개씩 있으니 다 익힐 생각에 너무 복잡하고 피곤함. 결국 그래픽만 좋고 나머지 요소가 부실한데 쓸데없이 많아 나중가면 피로감만 누적되는 게임임. 오래하고는 싶은데 리세도 힘들게 해놓고 가챠도 조지니 정이 뚝떨어짐.
5,공장 하나 못 짓는 빡대가리들 1점 박는 수준 ㅋㅋㅋㅋㅋㅋㅋ
2,튜토리얼이 너무 재미없어요..
5,진짜 너무 매력적이고 재밌는 게임입니다
1,"사양이 너무높음. 어지간한 폰,테블릿 아니믄 하기힘듦."
1,진짜 순수하게 재미가 없어요
4,"전투나 모델링, 최적화등 전부 만족스러웠는데 공장이 발목을 잡네요. 공장 요소가 취향을 타는지라 이 부분만 본인에게 맞으면 만족스럽게 할 수 있을 것 같아요."
1,뭔가 잘 해보려고 노력한 티는 나는데 좋은 평가는 못주겠음. 공장겜이라기엔 모듈들이 너무 늦게 열리고 내가 할수있는것도 많이 없고 액션겜이라기엔 답답하고 몹들 썰어넘기는 재미도 적고... 진짜 좀만 고쳐주면 좋을것같은데... 캐릭터 모델링이 아까운겜임. 설문조사 항목들 보니 다 인지는 하고 있는 것 같은데 나아지길 바라는수밖에.
1,돈에 미친겜 때깔만 좋고 게임에 속도감도 없고 루즈하다
5,"명일방주 5년차, 원신ㆍ붕스ㆍ명조는 오픈 유저인데 앞의 넷은 시작부터 빠르게 흥미를 가진 반면 엔드필드는 이틀 플레이할 동안 계속 극심한 불호였음. 그런데 공장튜토 대충 끝난 이후부터 조금씩 어라?어라?싶더니 결국 너무 맛도리라서 눌러앉음. 진행할수록 컨텐츠 진짜 다양하고 재밌음. 공장이 다가 절대 아닌데다 공장이 진짜 너무 싫다해도 청사진으로 딸깍 외장뇌 가져올수 있음. 튜토리얼 잘 만들어두니 나중에 찾아볼때는 좋은데, 가장 중요한 초반부에 제대로 된 도파민없이 지루한 강제주입을 너무 오래 시키는게 호불호를 떠나 그냥 개큰문제라고 생각함. 그리고 전투는 잡몹 피통만 줄여줘도 불만 덜 나올것 같은데 BM은 약간 걱정되긴 함. 메인스토리는 개인적으로 로시 등장 후부터 괜찮아짐."
5,"느긋하게 콘솔게임 하듯이 즐기면 분량도 많고 재밌는 게임이 돼요 어차피 나중가면 자원은 쌓이고 넘쳐나기 때문에 강박적으로 빨리빨리 밀려고 안해도 되고.. 스토리는 매우 느리고 길게 진행되는데, 불호 여론이 많은것 같지만 전 만족스럽게 즐겼어요 대신 인게임에서 뿌리는 가챠 재화가 요구량에 비해서 한참 부족한게 아쉬워요.. 4번협곡 스토리를 거의 다 밀었는데 이제야 50뽑 정도 할 수 있을거 같아요.."
5,전작부터 그냥 재밌음
4,뭔가 되게 많이 준비한게임인건 확실하네요. 튜토리얼만 30분이라 저는 못하겠습니다.
5,해묘사랑해
4,나쁘제않음 게임이 어려운데.. 즐길라면 깊은 시간이 필요할듯함
1,전투 답답한게 몹은 많은데 거의다 단일 공격이라 너무 오랜 시간이 걸림 특히 평타 모션이 거의 모든 캐릭 다 느려요 극한 회피는 진심 왜 만든건지 모르겠어요 회피해서 좋은게 없어요 게임이 전체적으로 뭔가 난해해요 기능은 많은데 이걸 다 신경 쓸 겨를이 없고 스토리랑 bm은 잘 모르겠고 제일 좋은게 캐릭터랑 그래픽밖에 없네요
1,게임이 아닌 노동 현장 다큐멘터리를 보는 기분이다
5,굿
1,공장 늅 줄폐사 를 뚫고가봐야 뽑기 개같이폐사 유툽에서 고통받는거 구경만함 시도할 엄두가 안나는게임 이쁜쓰레기 ㅋ
1,"그냥 겜이 홍대병걸려거 모든걸 망침 불쾌함의 결정체임. 전투, 스토리 다 엉성하니 기존 하던겜들 하면 될듯"
4,공장 시스템이 별로임. 버튼이 많은데 뭐가 뭔지 모르겠어서 편의성도 별로임. (이름을 붙여줘야 함.) 게임이 귀찮은 걸 잔뜩 주기 때문에 재미를 느끼려면 오랜 시간이 필요함. ( 공부하는 느낌 ) 차라리 팰월드처럼 복잡하게 만들 필요없는 공장으로 만들었으면 좋았을텐데 공장 시스템이 너무 과함. 그래픽만 좋음. 발전하려면 전투를 메카물로 바꿔야 하고 칼 들고 싸우는 건 좋은데 칼이 평범한 거 말고 인공지능이 들어간 칼이라던지 외계물질로 만들 칼이라던지 해서 폭탄도 막고 총도 막는 칼이 있어야 할 듯 공장만 주구장창 만들고 대중들이 좋아할 만한 전투를 가져다 버려버리니 평가가 구리지 공장 잘만들었는데 나무를 보지말고 숲을 보란말이야
1,계산적으로 하기어렵게 만든bm 초창기 광고와는 다른 이벤트
1,공장이고 전투고 나발이고 인게임재화가 너무 짜고 bm자체도 너무 비쌈 그런 주제에 가챠는 버전당 3개인게 벌써 불쾌함
3,컷씬에 나오는 오퍼레이터와 내가 직접 설정한 오퍼레이터가 다른 너무어이없는 상황.. 전투는 따로 퀘스트는 따로 이래서 너무 이상해요 서브컬쳐겜이 캐릭터에 대한 애정인데 이건 애정은 커녕 전혀몰입이 안됀다고요 그래서 6성짜리 뽑아놓고도 구냥 원래캐들로 계속 플레이하고잇다구요! 어떻게좀 해봐요
3,지금까지 해본 감상으론 그래픽의 이점을 제외하면 다른 게임들을 하던걸 버리고 여기로 올 이유가 있을까?란 생각이 든다. 공장 시스템은 서브컬쳐 모버일 게임내에선 신박한 시스템으로 자리 잡긴 했지만 재밌냐고 묻는다면 호불호가 있을듯 하며 전투 또한 명조에 비해서 큰 재미는 느끼지 못하였고 컨텐츠가 많은것에 비해 깊이는 부족한 것이 많았다 솔직히 상자깡은 이제 질린다. 특히 가챠는 지금까지 없던 스타일로 나온듯한 느낌인데 상당히 복잡하면서도 혜자인 것 같지만 창렬함에 가깝다 오픈 초기임에도 재화가 잘 모이지 않는다는 점도 크다. 명일방주 5년차 유저인 입장에선 기다림도 그렇고 마케팅에 비해서 뭔가 나사 빠진것이 많이 보여 참 아쉽다
2,"그래픽이나 스토리는 좋은데, 공업 시스템 쉽게 개선안하면 유저 대부분 이탈할 것 같아요. 게임하면서 튜토리얼이 너무 많고 스트레스입니다."
1,노잼
4,게임은 재밌는데 bm설계는 제발 수정좀..
1,스마트폰으로 하기 어렵고 지루함.
5,갓겜
2,그래픽이나 최적화는 좋은데 재미가 없어요
1,편의성은 박을대로 박고 bm은 소과금 유저한테 친화적이게 한다더니 전혀 아님ㅋㅋ 해묘야 일해라
1,재미없어요
5,재미있는데 왜그러지
1,"비싼데 그 내용을 파악하기 힘들게하고 소비자의 실수를 유도하는 악질적 bm, 놀랍도록 지루하고 재미없는 전투, 게임 내에서 홀로 독보적으로 튀지만 타 요소와 전혀 녹아들지 않는 생산라인 운영요소까지. 여러분의 시간과 핸드폰 용량은 소중합니다."
1,bm은 맵고 스토리는 재미없고 공장은 너무 귀찮고 전투는 중간에 붕뜨는 시간이 너무 많음
1,픽뚫 픽뚫 픽뚫 픽뚫 픽뚤 픽뚫 갸차 겁나 매워요
1,그 누구도 만족 못시키는 잡탕밥 게임
5,첫느낌이 뭔가 니어오토마타같은 대작냄새가
3,진짜 게임 나온지 3일동안 하루종일해본 평가를 남기겠습니다 튜토리얼이 생각보다 깁니다 튜토리얼 시작해서 공장까지 끝내는데 한 2시간정도는 걸린거같더군요 뭐 그래도 시스템이 복잡하니 튜토리얼은 그럴수있습니다 하지만 스토리는 또 엉망이라 보기가 좀 어렵네요 스토리는 엉망이여도 보스전은 또 재밌다고 봅니다 하지만 재화를 주는 양은 뽑기 가격에 비해 너무 적게 줍니다 10뽑에 5000이 들어가는데 임무 하나 하는데 한 40~100?정도 주더라고요 맵을 돌아다니면서 상자 해금하고 이것저것하면 15~150정도는 주는데 10뽑모은다고 하루종일해도 10뽑이 모일까말까합니다 다른게임들에 비해 뽑기비용은 넘사벽이면서 재화는 또 적고 그렇다고 6성 확률은 또 그렇게 높지도 않네요 나중에 스토리같이 재화 수급처가 없다면 어떻게 해야할지도 의문이고... 그래도 전 전투시스템은 참 마음에 들었습니다 보상주는건 참 애매하고 뽑기 비용은 너무 많이 들고 그렇다고해서 그래픽이랑 공장짓기 전투 등 이런거는 좋네요
1,해야하는게 너무 많아 복잡하며 스토리도 지루해서 넘기는게 많음.
2,시대를 제대로 역행 했다고 볼 수 있는 게임 불편하고 짜증나는것 투성이임 그래픽 만큼은 역행하지 않아서 2점
3,전투랑 공장은 나름 입맞에 맞다고 느꼈는데 (물리덱 사용중임) bm(특히 상시 광산)이 시대착오적이고 스토리가 전작처럼 깊은 맛이 안나서 아쉽네요
5,PC로 플레이하던 중 휴대폰으로도 하고자 다운로드 받았습니다. 왜 이렇게 평가가 극단적으로 갈릴지 생각을 해봤습니다. 가챠 확률이 극단적으로 낮다는점은 동감합니다. 하지만 명함도 못뽑을 정도냐? 그건 아니라고 봅니다. 명함 뽑고 돌파할 정도로 주질 않는다 뿐입니다. 돌파부턴 과금의 영역이라고 생각하시면 됩니다. 픽업 명함 하나만 뽑으면 진행가능한데 왜 이렇게 찡찡대는 사람들이 많은지 모르겠습니다. 캐릭터 수십개를 뽑아서 돌파를 무조건 해야되는 게임도 아니고 돌파 없이도 진행이 가능하고 4~5성 캐릭터도 파티에 포함되어 있어 캐릭터 부담 없는데다 배포 6성도 성능캐를 주는데 BM 맵다고 찡찡대는거 보면 도둑놈 심보가 따로 없습니다. 공장 컨텐츠는 호불호 갈릴만 하지만 재밌는 사람은 재밌게 하고 있습니다. 심지어 다른사람이 마련해둔 청사진 사용해서 그냥 날로 먹을 수도 있는데 왜 이리 불만인지 모르겠습니다. 추가로 이 게임 PC나 콘솔에서 패드로 하시면 죽여줍니다. 듀센 완벽지원 됩니다
1,전투와 공장 서로가 서로의 흐름을 끊어먹고 스트레스를 유발한다. 서로가 서로를 편하게 해줘야 이것도 좀 더 해볼까가 되는데 서로를 불편하게 하니까 그냥 스트레스가 배로 옴
1,"전투, BM 개편이 필요함 이 상태로는 못함"
5,"벌써 수십시간했네요. 적당히 지를수있어서 BM도 착하고, 특히 그래픽,최적화는 진짜 인정합니다. 갓겜이네요. 돌파효율늘려서 과금유도만 자제하면 오래잡고 할것같습니다."
5,취향 차이일지 모르겠지만 게임 재미있게 하고 있습니다. :)
4,완성도와 퀼리티가 여타 서브컬처게임이랑 비교했을때 압도적으로 좋다
3,"게임 자체는 막 나쁘다고 할 수는 없으나, 초반 튜토리얼 과정이 너무 질 하고 뻔한 기억상실이라 지겨운데, 스킵도 안돼서 상당히 불편합니다. 공장시스템과 서브컬쳐를 조합하여 새로운 재미를 추구하려 한 거 같으나, 이도 저도 아닌 느낌이 강합니다. 전반적으로 액션은 만족스러우나, 연계스킬 아니면 주위 AI파티원들은 어디 드라마 전투씬 잡무리마냥 싸우는지 안싸우는지 잘 보이지도 않고 알지도 못하겠습니다..그래픽과 최적화는 발군입니다."
1,스토리 전투 bm 탐험 전부 노잼
5,"모바일 최적화만 좀 해줘라, 공장은 내취향임 ㅎ"
1,아니 이건 부자들게임이다 뭔 10회뽑는데 5000개? 이걸 가챠를 하라는겨 말라는겨 1500 2500도 아니고 5000천개 선넘네 진짜 ㅋㅋㅋ
1,평범한 전투 액션 머리 아픈 공장 시스템 회사 생활 후 즐기기보단 피곤한 숙제느낌이 많이나서 저랑 맞는게임은 아닌듯 합니다.
5,"애초부터 공장 관리가 주로되는 게임이란걸 모르고 시작한 사람들이 많은데, 공장 돌리는 게임에서 왜 공장돌리냐고 욕하면 어쩌자는거임... 원붕젠명 생각하고 하면 안돼요. 장르 자체가 다른 게임임"
1,그래픽좋고 캐릭터랑 맵 디자인도 좋은데 게임이 노잼임
3,"애매합니다. 오픈월드라 광고했지만 공개된 맵의 크기는 작으며 수영, 등산 등 오픈월드에 넓은 지역을 돌아다니는데 필요한 이동요소가 없습니다. 이건 탐사할 지역이 좁은 지금은 문제가 크지 않겠지만 앞으로 업데이트 될 지역에서도 이러한 문제가 고쳐지지 않는다면 많이 아쉬워질 것 같습니다. 짚라인도 당장 필요한 위치에 생기는건 아니니까요. 이것과는 별개로 가챠비용이 타 오픈월드 게임에 비해 압도적으로 높습니다. 이건 비슷한 류의 게임을 해봤던 사람들에겐 매우 큰 압박입니다. 당장 비슷한 원신이나 명조 또한 1회에 160개의 재화를 요구하는데, 여기서는 1회에 500개의 가챠를 요구합니다. 물론 10회쿠폰, 1회쿠폰 등 완화하려는 모습도 있지만 이 재화요구량은 그 자체만으로도 진입장벽입니다. 다른 기능으로 얻는 재화량은 타 게임에 비해 3배 이상의 수익을 얻을 수 없으니까요. 공장 시스템도 복잡합니다. 이건 엔필만의 개성이지만 너무 복잡하여 개인적으론 플레이하기 어려웠습니다."
5,해묘야 사랑해 근데 BM이 너무 맵다 해묘야ㅠ
5,"모바일 게임이라기엔 난잡하고 할게 너무 많지만 기지 운영, 물자관리, 교역, 공장 짓는게 폴아웃4 같은 느낌이 많이 들어 폴아웃 비슷한 게임 하셧던 분이면 재밌게 할 것 같습니다. 공장은 단순히 물자만 만드는게 아닌, 집라인 설치, 타워, 장비 제작 등 다른 요소들이 접목 되어 있다는 부분이 폴아웃4와 가장 유사하다고 느낍니다. 다만 튜토리얼 양이 너무 많고 일괄 선택 같은 공장 필수 기능을 오픈하기 까지 시간이 너무 걸리는 점, 답답한 부분들도 많습니다. 오버월드 탐색은 밀도가 있지만 대부분 상자 탐색이 메인이라 캐릭터의 이동수단/이동속도에 비하면 할게 없다는 생각이 들고, 퀘스트 구조도 단조로워 지루하게 느껴집니다. 타워, 집라인 외에 공장/기지 관리로 추가 이동 수단 (점프패드등)이나 기지 데코요소, 실제 오버월드와 상호 작용가능한 것이 추가 되면 공장 컨텐츠의 만족감이 더 높을 것 같습니다."
3,그저그런겜인듯. 하도 광고하길래 뭔가 싶었는데 글쎄~~ 좀 그렇다.
3,"게임 전투, 연출, 캐릭터 모델링은 괜찮음. 근데 개인적으로 퀘스트가 너무 지루하고 맵 구성이 복잡해서 억지로 스토리 볼륨 늘리는 듯한 느낌을 받음. 특히 채석장 스토리가 더 그런 듯"
3,그래픽은 좋지만 게임의 방향성을 잘 모르겠습니다.
1,3시간 하고 지움
5,엔드필드에 의해 처음 먹어보는 공장겜. 재밌네
1,bm 내가한게임중 가장악랄함 돌파효율 개높은데 6성 확률 0.8에 픽업캐는 0.4 천장이 120뽑인데 천장이 이월이안되서 뽑기 물리면 무조건 천장까지가야함ㅋㅋㅋ
1,솔직히 명일방주 안했으면 이겜 안함
5,정말 재미있게 하고 있음 공장 ? 어렵다고 해서 걱정했는데 청사진으로 하면 그렇게 어렵지도 않음 조금만 생각하면 됨 요즘 게임 쉽게 하려는 사람이 너무 많다 불만이라면 BM과 남캐가 좀 많다는것 정도 BM은 진짜 수정을 해야될것 같음
1,"아방가르드의 탈을 쓴 쓰레기, 오만, 그리고 무능의 집합체"
1,오픈월드에 공장건설 기능은 왜 넣은 건지 알 수가 없다. 그럴 거면 차라리 오픈월드는 삭제하는 것이 낫다고 생각한다.
5,최고의 공장 게임. 서브컬쳐 게임으로써도 나쁘지 않은 스토리와 캐릭터를 가지고 있다.
5,왜 카테고리에 건설 시뮬레이션이 없나요
2,이 겜은 공장이 문제가 아님. 처음엔 공장이 문제라는 말 듣고 그게 문제인것처럼 보이지만 공장은 사실 청사진 딸깍해도 어느정도 성능이 나와서 넘어가짐. 좀 더 해보면 느껴지는 진짜 문제들은 따로 있음 메뉴 ux가 매우 문제가 많고 전투도 재미없고 스토리도 별로임. 거기에 남캐강제는 덤
3,뭐냐 똥이네
5,확실히 공장이라는 서브컬처에서 보지 못한 요소를 하게되어 신선하고 매우 재밌음. 특히 저걸 먹으려면 여기서 전력을 공급해야하고 끌어와야겠구나 하면서 맵 탐험과 공장 시스템이 퍼즐처럼 절묘하게 맞물려있음. 덕분에 오픈월드라는 피로한 장르인데도 불구하고 그걸 잊게끔 만드는 게 장점. 다만 컨베이어 벨트가 내가 마음대로 꺾는 게 아니라 위치에 따라 자동으로 꺾이게 되어있어서 설치할 때 매우 불편했음. 위치 수정도 그렇고 탑뷰에서 드래그 하는 방법이 있으나 굳이 일일이 탑뷰를 눌러서 해야 하는 게.... 이 게임에서 인상적인 점은 스냅드래곤 앨리트 기준 이 정도 발열로 이런 그래픽을 내는 안정적인 최적화. 머리 쓰기 싫어하는 사람은 전작도 그렇고 하면 안 될 듯. 나는 재밌긴 한데 복잡한 거 싫어하면 귀찮아서 못 함ㅋㅋㅋㅋㅋㅋㅋ 아무래도 사람들 반응 보니까 공장 시스템 젠존제 TV꼴 날수도... 공장 진짜 재밌는데 귀찮으면 그냥 방치형 게임이나 하러 가지...
1,""" 양산형 오픈월드rpg """
1,게임이 전체적으로 좀 불친절한거 같아요 설명도 제데로 안되어있고 그리고 모바일로하면 줌이 너무 가까워서 주변 시야가 잘 안보여요 줌 늘려서 전체적으료 좀 보고싶은데 갤럭시 폴드7입니다
1,해묘야 옆동네 젠존제 티비없어진거 봤지? 비싼돈내고 가챠해서 공장지을거면 이게임에 돈을 왜쓰겠음? 뭐 매출안나오면 알아서 공장부분 조정하겠지만 광고에서는 공장부분 쏙 빼고.. 암튼 생각했던 게임은 아닌듯함
1,이것저것 섞어논 겉만 번지르르한 잡탕 게임
3,BM불지옥
3,공장겜이랑 명조같은 오픈월드를 어설프게 섞어놓은 듯...두마리 토끼를 잡을꺼면 제대로 잡던가...
5,공장이랑 튜토 어렵다고 찡찡대지말고 청사진을 쓰세여~~ 남이 만든거 베낄 수 있구여 스토리는 1지역(4번 협곡)을 날리던지 해서라도 그냥 쭉 보세요. 다음 지역가면 재밌어지니까여. 그리고 인게임 자료 읽어보시면 설정도 재미난거 많으니까 보면 좋구요. 마냥 고평가받을 게임 아니란거 알지만 리뷰만큼 저평가받을 게임도 아니고 호불호 갈리는것도 압니다. 시스템에 익숙해질때까지만이라도 좀 잡고 계시면 재밌게 즐기실 수 있을거예요 장담해요. 아 그리고 bm관련해서는 할말이 없긴해요 저도...ㅎㅎ 재화가 짠건 맞아요.. 자기가 뭘 깊게 하거나 오래 잡고있을 여유가 없는 사람이나 진짜 공장같은 시스템이 싫다면 아쉽게됐네요. 취향에는 안맞으실거예요. 그래도 이 게임사 소통은 잘하니까 나중에라도 돌아와주세요 꼭. 그때는 좋아져있을테니
1,이거 호불호가 갈리는거 같습니다.. 각잡고 하는사람에게는 쉽고 간단할수 있어도 라이트하게 하는사람은 이걸 이해하는데에만 오래걸리고 건설하는걸 쉽게 설명하고 만들수 있는데 건설 조작 컨베이너 벨트 연결 제작까지 과정이 이것부터가 직장에서 기계를 조작하는거 마냥 여러번 해야 이해가 가는데 게임이 너무 피곤합니다... 건설부터 이동 제작까지 더 쉽게 만들수도 있었을텐데.. 그래픽은 역시 쿠로게임즈 최고입니다
1,bm 너무맵다
4,개인적으로 팩토리움 취향에 맞아서 시간 가는 줄 모르고 재밌게 하고 있습니다.
5,공장만드는거 진짜 너무 재밌음. 내 취향임. 근데 뽑기할때 재화가 많이 들어가고 그래서 재화도 많이 얻는 느낌이 안남. 그거 말곤 괜찮음
1,근본적인 재미가 없음
5,"전작도 그렇고 스토리 보는 게 절반이 넘음, 3D에 대부분 더빙이라 전작대비 볼만하지만 처음하는 사람한텐 꽤 늘어질 수도 있음"
1,천장 이월 안되는 게임은 안하는게 낫다. 반천만 이월되고 확천은 매 픽업 초기화됨. 이벤트로 뿌리는 픽업권은 이번 픽업 한정이라 다음 픽업때 쓰지도 못함.
1,"스토리스킵, 일퀘간소화 만들어라;;"
5,"스토리는 중국겜이 늘 그렇듯 초반에 빌드업 반년씩할거니 평가안함 스토리에 튜토리얼을 녹여 자연스럽게 먹이겠단 계획은 스토리를 망쳐버린 최악의 실수 전투는 굉장히 매력적 붕3,명조,찢 다하는데 이정도면 충분히 개성있고 재밌다느낌 아트는 말도안되게 유려해 눈이즐겁긴함 캐디도 미친수준 콘솔게임이라 생각하고 느긋하게 캐릭터나 보면서 사냥하고 공장좀짓고 전선 좀 깔다보면 어느순간 10시간 지나있음 ㄹㅇ 시간 삭제됨 개재밌음 장비나 모험을 위한 도구들을 공장에서 생산해서 탐험하고 레벨을 올리는게 생각보다 즐거움 맵의 사이즈는 타 오픈월드게임보다 조금 작은사이즈인데 밀도가 높아서 탐험할만함 자신의 템포로 해야 재밌을게임 BM은 폐급이긴한데 어차피 경쟁없는거 월정액만 박고 애정캐나 뽑아서 굴릴예정 그리고 결제만 폰으로하고 컴터로 하는게 나음"
1,너무 불편함... 게임이 피로함을 강요함
5,잼민이들 왜이리 화났냐 니들처럼 어린 애들이 하라고 만든거 아냐
1,복합적으로 문제가 많음...
3,재미는 있는데 자꾸 끊겨지면서 게임에서 나가지네요...분명 인터넷 연결은 제대로 되어있는걸 확인하고 하는건데도요..그거만 좀 어떻게 해주면 될텐데...그거 빼곤 재밌긴 해요. 그리고 하나 더 힘들었던게 그 건설장치들 그거들 갖다놓고 뭔가 하는건지 뭔지 그거 할때 너무 어려운것들이 많아요...이를테면 저는 장비 합성인지 뭔지에서 너무 해멨다고요...그런 부분들이 설치만 하는거면 모를까 뭐 무슨 복장 장비 함성 설계하는건지 뭔지 그거는 약간이 아닌 너무 어려워요....
1,전투: 끔찍함. 공장: 전선을 왜 내가 뺑이쳐야하는지 모르겠으며 부지도 드럽게 좁아서 공장겜 맛이 안 살음. 조작: 의도적으로 불편하게 만든 쓰레기같은 시퀀스. 자동차 하나를 못 올라가서 빌빌대는 모습을 보면 이딴게 엘리트 오퍼인가 싶다. 명방 1은 지금도 즐기는 겜이라 엔필도 기대했는데 지금 시점에서는 솔직히 이거 게임 아님 섭종은 안 하지 싶으니 옆집 명조마냥 1주년쯤 정상화되고 괜찮아졌단 소식 들리면 시작하는 걸 추천한다.
5,공장 만드는 식의 게임은 취향이 아니였고 3D액션RPG도 처음 만드는 회사라 전작을 오래 했었지만 큰 기대를 안하고 시작했음. 그런데 기대한것보다 훨씬 잘나왔다. 일단 연출이나 UI는 패키지 게임으로 만들어졌던게 확실하게 느껴질 만큼 세련됐다고 느꼈고 전투에서 파티 연계도 신선해서 좋았으며 태생이 공돌이라 공장도 돌리기 시작하니 재밌다. 결정적으로 요즘 미완성으로 나오는 얼엑겜에 절여져 있었는데 엔드필드는 완성된 게임으로 나왔다는 느낌이다. 시작한 시점에선 컨텐츠가 너무 많다는 표현이 적절할 만큼 많다. 물론 어느 정도 지나서 레벨도 올라가고 공장도 완성되면 분재가 될 미래도 확실하게 그려지지만 그땐 이벤트 컨텐츠에서 새롭게 공장을 만들게 해줄 것 같다. 하지만 단점도 분명히 있는데 일단 BM이 많이 아쉽다. 1뽑이 생각보다 비싸고 천장이 원신BM보단 낮지만 픽뚫 다음은 확천같은 시스템도 없고 확정천장은 이월도 되지 않는등...
1,"유저 친화적이고 공장겜이라고 하는데 그렇게 공장 게임이 만들고 싶었으면 공장만 하게 만들고 bm을 패스,스킨 장사로 잡던가 그냥 악랄한 bm으로 캐릭터 팔고싶어서 억지로 전투 넣은느낌 전투 시스템 자체가 지루해서 재미 없음"
5,애들 모션이 보기 좋아서 계속하게 되네요 ㅎㅎ 무기도 디테일 있고 재밌고요
3,게임은 참 재밌는거같은데..공장때문에 접는다
4,악평에 비해 공장은 재밋음 근데 스토리텔링은 본가겜이서 발전된거 1도없음
1,세이더 컴파일이 뭐길래 매번 켤때마다 5분식 까먹는건가요? 고작 게임 15분 잠깐 즐기는데 5분식 기다려야한다? 어떻게 생각하세요? 물론 제 휴대폰이 구린것도 맞아요 근데 이건좀 아닌것같네요 유저들 도망 많이갔을듯
1,미완성게임 각종 기본적인 편의성조차없어서 상자열고 F키 3~4번 눌러서 직접 템을 주워야하고 전투시스템은 그냥 기초부터 잘못된듯
3,"개인적인 기준입니다. 장점: 그래픽이 좋고, 캐릭터들이 이쁘다 , 여러 캐릭터들마다 연계 스킬을 잘 써야 해서 그거에 맞는 조합을 맞추는게 재미있다. // 단점: 튜토리얼이 길고 현학적이다 , 뽑기 비용에 비해 무과금으로 얻을 수 있는 재화가 적고, 무과금이라면 리세 없이 게임하기 힘들 수도 있다. // 호불호: 공장 시스템이다. 나는 호도 아니고 불호도 아니긴 한데, 솔직히 좀 불편한 건 사실이다. 청사진 얻는 미션 다 깨서 보상을 긁어모았는데도 뽑기를 못 하고 있다."
1,유입절단 공장 컨텔츠 이리저리 꼬아버린 비싼 bm 개발기간이 길어서 명일방주로 인질잡고 개발비 회수하는게임 일퀘만 한시간임
1,전투 노잼 젠존제보다 노잼 사료 붕괴 스타레일보다 먹기 어렵고 안줌 bm은 원신급 근데 게임은 공장게임 80미터마다 전선깔아야함 내가 이걸 왜해?
